,Recording_ID,English_name,Species,Country,Spectrogram_med,Date,Url,Latitude,Longitude,Vocalization_type,Recordist,mp3_url
53,180001,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180001-med.png,5/27/2013,//www.xeno-canto.org/180001,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC180001-T10.mp3
54,247639,Common Chaffinch,Fringilla coelebs,Finland,//www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/ffts/XC247639-med.png,6/2/2015,//www.xeno-canto.org/247639,60.8489,25.1746,"male, song",Eetu Paljakka,//www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/XC247639-Default%20Project.mp3
55,310175,Common Chaffinch,Fringilla coelebs,Finland,//www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/ffts/XC310175-med.png,4/3/2016,//www.xeno-canto.org/310175,60.0691,24.4738,"call, male, song",Eetu Paljakka,//www.xeno-canto.org/sounds/uploaded/INCBVJJLBJ/XC310175-Default%20Project.mp3
56,176750,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC176750-med.png,3/1/2014,//www.xeno-canto.org/176750,54.1245,-0.5478,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC176750-T17.mp3
57,324070,Common Chaffinch,Fringilla coelebs,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC324070-med.png,6/20/2016,//www.xeno-canto.org/324070,56.0854,47.2661,"male, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC324070-Fringilla%20c%20160620_007%2CAAA.MP3
58,177663,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177663-med.png,3/11/2014,//www.xeno-canto.org/177663,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC177663-T16.mp3
59,168016,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC168016-med.png,2/25/2012,//www.xeno-canto.org/168016,54.1247,-0.5709,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC168016-T04.mp3
60,177432,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177432-med.png,3/10/2014,//www.xeno-canto.org/177432,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC177432-T03.mp3
61,366473,Common Chaffinch,Fringilla coelebs,Poland,//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC366473-med.png,4/26/2017,//www.xeno-canto.org/366473,53.1084,23.2364,"call, male, song",Krzysztof Deoniziak,//www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/XC366473-fringilla_coelebs_bia%C5%82ystok_podlaskie_26.04.2017_0916.mp3
62,176748,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC176748-med.png,3/1/2014,//www.xeno-canto.org/176748,54.12,-0.5445,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC176748-T15.mp3
63,205724,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC205724-med.png,7/11/2011,//www.xeno-canto.org/205724,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC205724-LS112961.mp3
64,180984,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC180984-med.png,6/2/2013,//www.xeno-canto.org/180984,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC180984-T07.mp3
65,177414,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC177414-med.png,3/9/2014,//www.xeno-canto.org/177414,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC177414-T01A.mp3
66,205205,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC205205-med.png,3/3/2013,//www.xeno-canto.org/205205,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC205205-T15.mp3
67,206360,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC206360-med.png,5/10/2009,//www.xeno-canto.org/206360,54.1204,-0.5438,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC206360-T05.mp3
68,187361,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC187361-med.png,4/23/2014,//www.xeno-canto.org/187361,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC187361-T13.mp3
69,372989,Common Chaffinch,Fringilla coelebs,Spain,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC372989-med.png,5/24/2017,//www.xeno-canto.org/372989,41.6014,1.7645,"male, song",Jordi Calvet,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC372989-FRICOE240517-T002_SONG%20%282%29.mp3
70,278566,Common Chaffinch,Fringilla coelebs,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC278566-med.png,6/1/2015,//www.xeno-canto.org/278566,37.9112,-6.7048,"male, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC278566-fringilla%20coelebs%202%20ruta%20casta%C3%B1os%20del%20robledo%2001-06-2015.mp3
71,313372,Common Chaffinch,Fringilla coelebs,Latvia,//www.xeno-canto.org/sounds/uploaded/CNORMZSGIQ/ffts/XC313372-med.png,4/22/2016,//www.xeno-canto.org/313372,57.4281,25.9222,"male, song",Dmitry Kulakov,//www.xeno-canto.org/sounds/uploaded/CNORMZSGIQ/XC313372-%20%28Fringilla%20coelebs%29%2022%20%D0%B0%D0%BF%D1%80%D0%B5%D0%BB%D1%8F%202016%207.30%201.mp3
72,141193,Common Chaffinch,Fringilla coelebs,France,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC141193-med.png,6/30/2013,//www.xeno-canto.org/141193,42.4961,2.0925,"male, song",Jordi Calvet,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC141193-FRICOE12h35m57s30jun2013.mp3
73,265526,Common Chaffinch,Fringilla coelebs,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC265526-med.png,4/17/2015,//www.xeno-canto.org/265526,37.8614,-5.8173,"male, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC265526-fringilla%20coelebs%202%20ribera%20del%20hu%C3%A9znar%2017-04-2015.mp3
74,426190,Common Chaffinch,Fringilla coelebs,Hungary,//www.xeno-canto.org/sounds/uploaded/FPLEKQZILX/ffts/XC426190-med.png,5/27/2018,//www.xeno-canto.org/426190,48.1524,19.8661,"male, song",Zoltán Dudás,//www.xeno-canto.org/sounds/uploaded/FPLEKQZILX/XC426190-fringilla_coelebs.mp3
75,180632,Common Chaffinch,Fringilla coelebs,Finland,//www.xeno-canto.org/sounds/uploaded/IWZTMRCEUS/ffts/XC180632-med.png,6/1/2014,//www.xeno-canto.org/180632,60.1422,24.6931,"male, song",Jimmy Träskelin,//www.xeno-canto.org/sounds/uploaded/IWZTMRCEUS/XC180632-LS110058peippo.mp3
76,184283,Common Chaffinch,Fringilla coelebs,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC184283-med.png,4/8/2014,//www.xeno-canto.org/184283,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC184283-T17.mp3
77,310392,Common Chaffinch,Fringilla coelebs,Spain,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC310392-med.png,4/1/2016,//www.xeno-canto.org/310392,41.588,1.7990000000000002,"call, male, rain call, song",Jordi Calvet,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC310392-FRICOE20h01m53s01apr2016.mp3
78,246716,Common Chaffinch,Fringilla coelebs,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC246716-med.png,5/15/2015,//www.xeno-canto.org/246716,53.1949,20.1317,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC246716-Fingcoel-S_Poland_PSZ_2015_05_15_9.30_5492.mp3
79,482442,Common Chaffinch,Fringilla coelebs,Georgia,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC482442-med.png,6/1/2019,//www.xeno-canto.org/482442,42.1533,44.7002,"male, song",Lars Lachmann,//www.xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/XC482442-Chaffinch_song_20190601_050146_prepared.mp3
80,142955,Common Chaffinch,Fringilla coelebs,Belgium,//www.xeno-canto.org/sounds/uploaded/BVNMVEKEHF/ffts/XC142955-med.png,4/17/2007,//www.xeno-canto.org/142955,51.0383,3.9184,"male, song",Erik Roels,//www.xeno-canto.org/sounds/uploaded/BVNMVEKEHF/XC142955-Common%20Chaffinch%20%28Vink%29%20Uitbergsestraat%2017.04.2007%20a.mp3
81,480674,Common Chaffinch,Fringilla coelebs,Spain,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC480674-med.png,6/9/2019,//www.xeno-canto.org/480674,41.9109,1.7956,"call, male, song",Jordi Calvet,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC480674-FRICOE090619-T004%20%282%29.mp3
82,534100,Common Chaffinch,Fringilla coelebs,Ireland,//www.xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC534100-med.png,6/3/2019,//www.xeno-canto.org/534100,53.5384,-9.8875,"adult, male, song",Sue Riffe,//www.xeno-canto.org/sounds/uploaded/PVQOLRXXWL/XC534100-Common%20Chaffinch%20at%20Connemara%20NP%20IR%20on%206.3.19%20at%2011.50%20for%201.21.mp3
83,528247,Common Chaffinch,Fringilla coelebs,France,//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC528247-med.png,2/14/2020,//www.xeno-canto.org/528247,48.8286,2.4363,"male, song",Fernand Deroussen,//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/XC528247-2020021406_0835_Fringilla%20coelebs_1er%20chant_Paris.mp3
84,312827,Common Chaffinch,Fringilla coelebs,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC312827-med.png,4/17/2016,//www.xeno-canto.org/312827,53.0925,21.0722,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC312827-Fringcoel-S_Poland_PSZ_2016_04_17_6.30_6171.mp3
85,372323,Common Chaffinch,Fringilla coelebs,Netherlands,//www.xeno-canto.org/sounds/uploaded/IXOCCARQQG/ffts/XC372323-med.png,5/23/2017,//www.xeno-canto.org/372323,52.232,6.5389,"aberrant song, male, song",Bram Aarts,//www.xeno-canto.org/sounds/uploaded/IXOCCARQQG/XC372323-0523_055629.mp3
86,263367,Great Tit,Parus major,Spain,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/ffts/XC263367-med.png,4/2/2015,//www.xeno-canto.org/263367,37.4176,-5.9972,"male, song",José Carlos Sires,//www.xeno-canto.org/sounds/uploaded/DXYUSANLSN/XC263367-parus%20major%20parque%20alamillo%2002-04-2015.mp3
87,125448,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC125448-med.png,3/17/2013,//www.xeno-canto.org/125448,52.0712,21.1659,"Mimicry, male, song",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC125448-Parus_major_Poland_Jarek_Matusiak_20130317-019.mp3
88,235098,Great Tit,Parus major,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC235098-med.png,4/6/2015,//www.xeno-canto.org/235098,56.1564,48.4904,"male, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC235098-.%D1%81%D0%B8%D0%BD%20150406_014%2C%20%D1%80.%20%D0%98%D0%BB%D0%B5%D1%82%D1%8C%2C%D0%90%D0%92.MP3
89,532302,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC532302-med.png,3/5/2020,//www.xeno-canto.org/532302,52.393,20.5365,"adult, male, song",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC532302-AB-400%20bogatka%20%282.mp3
90,134527,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC134527-med.png,5/22/2013,//www.xeno-canto.org/134527,52.9294,20.0104,"male, song",Piotr Szczypiński,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC134527-Parusmaj_Poland_PSZ_2013_05_22_1020.mp3
91,536914,Great Tit,Parus major,Norway,//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/ffts/XC536914-med.png,3/21/2020,//www.xeno-canto.org/536914,60.7385,10.9835,"adult, male, song",Elias A. Ryberg,//www.xeno-canto.org/sounds/uploaded/RFGQDPLDEC/XC536914-Kj%C3%B8ttmeis%202%20XC%20Helg%C3%B8ya%20Elias%20A.%20Ryberg20200321163702_074.mp3
92,310678,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC310678-med.png,4/5/2016,//www.xeno-canto.org/310678,53.1134,20.3533,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC310678-Parmaj-Sp2_Poland_PSZ_2016_04_05_17.00_6130.mp3
93,465662,Great Tit,Parus major,Ukraine,//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/ffts/XC465662-med.png,4/4/2019,//www.xeno-canto.org/465662,44.9406,34.1329,"male, song",Kucherenko Volodymyr,//www.xeno-canto.org/sounds/uploaded/GUCOMZZMXJ/XC465662-130624_001.mp3
94,168221,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC168221-med.png,6/15/2013,//www.xeno-canto.org/168221,54.1248,-0.5716,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC168221-LS111612.mp3
95,212210,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212210-med.png,1/27/2015,//www.xeno-canto.org/212210,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC212210-LS113246.mp3
96,361594,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC361594-med.png,3/22/2017,//www.xeno-canto.org/361594,53.1337,20.311,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC361594-Parmaj-m2-s_poland_psz_10.20_70322-2261.mp3
97,363337,Great Tit,Parus major,France,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/ffts/XC363337-med.png,4/6/2017,//www.xeno-canto.org/363337,47.52,5.1814,"male, song",Gerard OLIVIER,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/XC363337-M%C3%A9sange-charbonni%C3%A8re20170406_0837_Til_01.mp3
98,122942,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC122942-med.png,2/26/2013,//www.xeno-canto.org/122942,52.3306,20.9292,"male, song",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC122942-Parus_major_Poland_Jarek_Matusiak_20130326-0008.mp3
99,153792,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC153792-med.png,11/3/2013,//www.xeno-canto.org/153792,52.2152,21.0383,"male, song",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC153792-Parus_major_Poland_Jarek_Matusiak_20131103_06.mp3
100,411043,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/OKHOSXCBNN/ffts/XC411043-med.png,4/13/2018,//www.xeno-canto.org/411043,53.1234,-1.9189,"male, song",Dominic Garcia-Hall,//www.xeno-canto.org/sounds/uploaded/OKHOSXCBNN/XC411043-great%20tit%2013%20apr%20003.mp3
101,155699,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC155699-med.png,1/8/2008,//www.xeno-canto.org/155699,54.1249,-0.5702,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC155699-T03.mp3
102,211491,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC211491-med.png,1/18/2015,//www.xeno-canto.org/211491,54.125,-0.5742,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC211491-LS113238.mp3
103,169873,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC169873-med.png,3/13/2014,//www.xeno-canto.org/169873,53.1232,20.3506,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC169873-Parmaj-S2_Poland_PSZ_2014_03_13_2565.mp3
104,150232,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/ffts/XC150232-med.png,9/10/2013,//www.xeno-canto.org/150232,54.4321,19.6016,"call, hostile song, male",Jarek Matusiak,//www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC150232-Parus_major_Poland_Jarek_Matusiak_20130910_01b.mp3
105,139327,Great Tit,Parus major,Netherlands,//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/ffts/XC139327-med.png,6/21/2013,//www.xeno-canto.org/139327,52.0775,4.3249,"male, subsong",Herman van der Meer,//www.xeno-canto.org/sounds/uploaded/OXKHFMOYKQ/XC139327-Km-Sub_Zog_130621-03a5_xc.mp3
106,207532,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC207532-med.png,4/30/2013,//www.xeno-canto.org/207532,54.12,-0.5445,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC207532-T21.mp3
107,412159,Great Tit,Parus major,Ukraine,//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/ffts/XC412159-med.png,4/18/2018,//www.xeno-canto.org/412159,49.63399999999999,26.2213,"male, song",Ruslan Mazuryk,//www.xeno-canto.org/sounds/uploaded/QIUOHGLLRX/XC412159-MVI_7568.mp3
108,212208,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC212208-med.png,1/27/2015,//www.xeno-canto.org/212208,54.125,-0.5742,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC212208-T05.mp3
109,169054,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC169054-med.png,5/6/2012,//www.xeno-canto.org/169054,54.1245,-0.5665,"male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC169054-T06.mp3
110,443775,Great Tit,Parus major,Norway,//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/ffts/XC443775-med.png,5/26/2018,//www.xeno-canto.org/443775,68.8352,15.6354,"male, song",Karl-Birger Strann,//www.xeno-canto.org/sounds/uploaded/LCSITXRCXL/XC443775-Great%20tit%20male%20song%20Sortland%201.mp3
111,310679,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC310679-med.png,4/5/2016,//www.xeno-canto.org/310679,53.1134,20.3533,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC310679-Parmaj-Sp1_Poland_PSZ_2016_04_05_17.00_6130.mp3
112,361592,Great Tit,Parus major,Poland,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC361592-med.png,3/22/2017,//www.xeno-canto.org/361592,53.1357,20.315,"male, song",Piotr Szczypinski,//www.xeno-canto.org/sounds/uploaded/RWHGTWZNPX/XC361592-Parmaj-m1-s_poland_psz_9.50_170322-2244.mp3
113,199180,Great Tit,Parus major,United Kingdom,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC199180-med.png,4/25/2011,//www.xeno-canto.org/199180,54.125,-0.5742,"call, male, song",david m,//www.xeno-canto.org/sounds/uploaded/BTOFEKXFGW/XC199180-T01.mp3
114,405784,Great Tit,Parus major,France,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/ffts/XC405784-med.png,3/10/2018,//www.xeno-canto.org/405784,47.52,5.1814,"male, song",Gerard OLIVIER,//www.xeno-canto.org/sounds/uploaded/QOTYTAAQAK/XC405784-M%C3%A9sange-charbonni%C3%A8re-extrait_20180310-1250-Til.mp3
115,170338,Great Tit,Parus major,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC170338-med.png,3/10/2014,//www.xeno-canto.org/170338,56.1545,47.2399,"call, male, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC170338-0310_115531%2C%D1%87%D0%B5%D0%B1%2C%D0%B1%D0%BE%D1%82%2C%D0%B1%20%D1%81%D0%B8%D0%BD%2C%D1%81%D0%B0%D0%BC%D0%B5%D1%86%2C%20%D0%921.MP3
116,416752,Great Tit,Parus major,Netherlands,//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC416752-med.png,4/20/2018,//www.xeno-canto.org/416752,51.9607,6.3685,"antagonistic song, male, song",Joost van Bruggen,//www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC416752-Koolmees%2C%20afwijkende%20zang%2C%20Slangenburg%2C%20200418%2C%200624%20uur.mp3
117,359286,Great Tit,Parus major,Russian Federation,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC359286-med.png,3/16/2017,//www.xeno-canto.org/359286,56.1318,47.3973,"male, song, song",Albert Lastukhin,//www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC359286-Parus%20170315_002%2C%D0%91%D0%B5%D1%80%D0%B5%D0%B3%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%2C%20%D0%9F%D0%B8%D1%85%D1%82%D1%83%D0%BB%D0%B8%D0%BD%D0%BE%2CA.MP3
118,131706,Great Tit,Parus major,France,//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC131706-med.png,4/27/2013,//www.xeno-canto.org/131706,44.5919,5.5699,"male, song",Fernand DEROUSSEN,//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/XC131706-2013042704_0859_Parus%20major_mono_F%20DEROUSSEN.mp3
119,301900,Great Tit,Parus major,Spain,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC301900-med.png,1/30/2016,//www.xeno-canto.org/301900,41.5676,1.8356,"male, song",Jordi Calvet,//www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC301900-PARMAJ12h22m02s30jan2016%20%282%29.mp3
